Date,"Influenza","Febbre","Rinorrea","Mialgia","Cefalea","Vomito","Vaccino influenza stagionale","Vaccino antinfluenzale","Amantadina","Antivirale"
2016-03-22,264,922,100,187,437,256,0,21,41,67
2016-03-23,254,954,72,202,378,234,0,17,45,83
2016-03-24,241,820,74,144,312,226,0,17,32,67
2016-03-25,261,734,75,162,346,216,0,14,44,52
2016-03-26,182,677,65,129,311,202,0,16,42,67
2016-03-27,195,618,36,124,246,248,1,16,29,55
2016-03-28,218,676,49,160,285,289,0,14,31,56
2016-03-29,252,881,70,212,401,345,0,19,37,89
2016-03-30,453,832,69,210,390,263,1,35,63,58
2016-03-31,285,735,113,189,403,224,0,24,61,72
2016-04-01,212,756,81,211,366,243,0,26,41,67
2016-04-02,199,637,71,143,327,187,0,17,45,44
2016-04-03,214,642,67,139,303,223,0,19,46,39
2016-04-04,225,669,79,170,392,242,0,27,51,72
2016-04-05,220,616,91,182,436,229,0,23,42,73
2016-04-06,231,667,103,184,431,216,0,17,57,56
2016-04-07,217,619,83,186,424,222,0,19,55,77
2016-04-08,192,570,75,172,379,234,0,19,44,65
2016-04-09,156,571,69,143,396,203,0,11,48,65
2016-04-10,184,556,64,132,350,244,0,14,36,47
2016-04-11,205,610,83,171,403,253,0,13,71,67
2016-04-12,235,627,64,184,408,237,0,18,63,64
2016-04-13,205,574,76,151,427,214,0,20,54,72
2016-04-14,165,605,67,149,418,206,0,14,65,69
2016-04-15,173,448,68,173,352,153,0,8,39,69
2016-04-16,129,482,65,123,290,201,0,15,40,47
2016-04-17,116,493,64,136,331,208,0,9,35,49
2016-04-18,211,519,89,167,379,240,0,10,54,62
2016-04-19,185,537,77,161,419,192,0,21,60,68
2016-04-20,142,478,92,145,377,220,0,16,39,81
2016-04-21,201,531,74,165,378,189,0,13,56,65
2016-04-22,154,448,90,161,308,210,1,15,53,66
2016-04-23,115,435,67,127,291,169,0,13,49,55
2016-04-24,192,416,61,155,259,216,0,14,42,53
2016-04-25,142,457,61,129,275,209,0,13,57,47
2016-04-26,198,576,81,178,354,229,0,18,47,81
2016-04-27,174,491,60,150,372,206,0,18,55,65
2016-04-28,205,508,62,159,322,226,0,21,78,76
2016-04-29,147,459,63,184,326,194,0,15,71,48
2016-04-30,105,432,67,114,300,199,1,8,51,49
2016-05-01,140,511,58,118,258,232,0,12,30,50
2016-05-02,177,539,72,141,362,253,0,12,73,57
2016-05-03,178,493,76,149,333,209,1,16,72,84
2016-05-04,142,524,73,147,361,214,0,15,67,72
2016-05-05,173,516,83,161,392,215,0,28,67,62
2016-05-06,145,435,77,167,336,189,0,10,57,60
2016-05-07,166,441,49,121,256,161,1,8,50,54
2016-05-08,113,499,54,118,282,190,0,8,40,57
2016-05-09,162,565,92,154,401,200,0,15,80,62
2016-05-10,170,567,64,166,369,226,1,13,109,73
2016-05-11,227,566,72,161,349,201,0,9,434,73
2016-05-12,199,460,54,165,418,192,1,15,89,53
2016-05-13,145,418,57,153,353,186,0,18,58,83
2016-05-14,137,371,51,131,299,174,0,15,52,59
2016-05-15,128,410,71,108,311,199,0,17,42,52
2016-05-16,140,464,74,154,338,214,0,12,51,52
2016-05-17,187,460,65,164,358,169,0,16,65,75
2016-05-18,171,461,76,163,333,215,0,16,92,53
2016-05-19,180,479,69,153,387,205,0,20,80,58
2016-05-20,152,460,59,136,313,201,0,10,51,67
2016-05-21,139,383,62,115,263,177,0,10,60,48
2016-05-22,133,396,64,120,264,202,0,21,34,50
2016-05-23,228,519,64,180,375,190,0,16,71,85
2016-05-24,134,488,75,176,384,218,1,20,80,78
2016-05-25,163,543,72,164,350,194,0,16,61,74
2016-05-26,154,481,45,183,345,190,0,13,59,83
2016-05-27,140,433,56,144,336,164,0,14,58,61
2016-05-28,120,433,55,90,245,171,0,12,63,67
2016-05-29,146,420,76,126,300,213,0,7,54,64
2016-05-30,155,453,83,164,324,190,1,13,80,85
2016-05-31,168,437,66,171,327,241,0,24,71,69
2016-06-01,135,441,60,233,360,159,0,18,59,75
2016-06-02,124,411,67,189,319,181,0,12,75,70
2016-06-03,172,414,48,167,325,171,0,20,72,54
2016-06-04,140,425,43,147,275,172,0,16,58,56
2016-06-05,152,402,46,125,256,191,0,18,66,61
2016-06-06,121,473,53,140,357,211,0,31,88,75
2016-06-07,146,416,56,141,326,172,1,22,87,64
2016-06-08,155,467,60,141,370,161,2,20,88,74
2016-06-09,137,458,69,170,325,177,1,19,101,81
2016-06-10,126,383,55,144,275,161,1,14,68,80
2016-06-11,109,415,42,127,274,211,0,12,58,90
2016-06-12,118,397,45,142,309,195,0,18,71,62
2016-06-13,147,417,66,155,333,177,0,21,84,64
2016-06-14,121,481,103,179,372,186,0,26,92,75
2016-06-15,169,461,68,153,347,159,1,25,85,74
2016-06-16,142,450,52,138,325,184,0,23,67,57
2016-06-17,81,382,51,138,268,177,0,12,84,81
2016-06-18,94,383,45,112,276,187,0,9,50,52
2016-06-19,125,439,60,133,272,202,0,22,67,64
2016-06-20,162,463,60,166,338,263,0,16,92,70
2016-06-21,168,496,57,150,359,173,0,24,75,74
2016-06-22,134,415,63,152,343,194,0,9,61,54
2016-06-23,111,438,41,144,294,156,1,21,65,60
2016-06-24,90,370,40,123,263,165,0,11,67,45
2016-06-25,88,407,42,105,242,161,0,12,62,47
2016-06-26,89,405,41,132,249,186,0,24,51,35
2016-06-27,99,433,40,135,263,179,0,19,73,49
2016-06-28,99,410,45,140,339,161,0,17,97,75
2016-06-29,94,399,47,163,290,152,0,30,83,42
2016-06-30,100,413,55,128,290,172,0,15,87,56
2016-07-01,112,325,54,116,308,172,0,13,75,42
2016-07-02,90,337,27,91,215,146,0,17,77,45
2016-07-03,113,347,49,96,214,164,0,22,69,41
2016-07-04,160,439,47,171,289,207,0,15,81,59
2016-07-05,135,416,125,158,323,154,0,30,90,35
2016-07-06,117,392,65,134,308,158,0,28,103,49
2016-07-07,130,393,53,154,252,170,0,23,94,56
2016-07-08,128,402,52,125,272,159,0,18,79,65
2016-07-09,94,391,34,107,234,159,0,18,67,38
2016-07-10,84,377,40,113,193,184,0,15,90,36
2016-07-11,130,370,48,93,268,161,0,27,95,70
2016-07-12,165,376,37,136,294,201,0,29,96,48
2016-07-13,101,453,40,135,239,167,1,27,100,59
2016-07-14,119,408,43,136,280,153,0,20,87,59
2016-07-15,129,393,47,133,306,166,0,16,69,43
2016-07-16,94,369,52,90,242,150,0,15,94,37
2016-07-17,114,388,41,116,240,187,0,27,114,38
2016-07-18,116,452,44,114,320,176,0,27,95,53
2016-07-19,102,418,58,94,272,158,1,24,79,74
2016-07-20,127,380,51,120,281,147,0,25,61,54
2016-07-21,116,385,38,126,279,140,1,22,65,69
2016-07-22,71,365,52,120,247,180,0,18,43,40
2016-07-23,72,281,30,95,196,158,0,10,27,26
2016-07-24,60,350,36,82,233,175,0,9,30,42
2016-07-25,84,343,36,122,298,183,0,11,24,41
2016-07-26,108,333,39,125,257,148,0,13,28,54
2016-07-27,120,356,79,131,243,135,0,14,31,37
2016-07-28,91,287,51,118,248,135,0,12,22,37
2016-07-29,45,258,32,120,282,153,0,11,17,41
2016-07-30,48,248,33,80,252,132,0,6,16,43
2016-07-31,51,283,65,112,270,132,0,5,19,58
2016-08-01,68,313,52,143,313,152,0,8,32,63
2016-08-02,89,309,35,155,433,150,0,13,24,79
2016-08-03,72,381,37,131,438,154,0,8,22,64
2016-08-04,68,327,54,133,321,155,0,10,25,50
2016-08-05,68,313,39,123,300,149,0,9,32,53
2016-08-06,106,254,51,102,238,125,1,11,16,37
2016-08-07,57,274,50,84,211,137,0,4,15,26
2016-08-08,59,298,39,101,306,157,0,12,28,42
2016-08-09,117,314,41,92,286,148,0,11,35,37
2016-08-10,75,303,34,113,270,149,0,11,39,41
2016-08-11,67,339,41,90,263,122,0,16,29,43
2016-08-12,70,302,34,105,267,134,0,10,29,34
2016-08-13,127,284,28,93,220,108,1,5,12,34
2016-08-14,96,297,37,91,201,123,0,3,20,34
2016-08-15,69,309,31,94,210,149,0,6,26,32
2016-08-16,65,306,48,109,241,150,0,6,33,40
2016-08-17,65,337,39,135,240,147,0,15,32,44
2016-08-18,102,336,44,114,278,157,0,11,30,57
2016-08-19,88,324,43,125,261,183,0,5,32,41
2016-08-20,90,293,34,106,230,149,0,3,26,31
2016-08-21,69,313,32,93,199,157,0,12,26,32
2016-08-22,105,355,54,123,268,174,0,10,43,53
2016-08-23,107,387,40,139,279,149,0,13,43,50
2016-08-24,112,361,50,118,283,159,1,13,50,51
2016-08-25,134,407,54,112,290,155,0,9,37,39
2016-08-26,96,356,49,114,272,154,0,10,47,30
2016-08-27,78,293,41,95,269,160,0,12,33,42
2016-08-28,91,348,44,91,248,156,0,7,33,38
2016-08-29,145,387,50,137,343,184,0,13,47,46
2016-08-30,156,423,58,124,308,161,0,19,49,51
2016-08-31,130,436,47,149,339,173,0,20,48,42
2016-09-01,134,378,57,172,371,177,0,24,43,63
2016-09-02,158,347,53,162,380,163,0,25,42,52
2016-09-03,109,362,39,113,265,147,0,10,43,38
2016-09-04,93,417,44,126,265,182,0,20,45,27
2016-09-05,136,437,53,169,378,169,0,16,63,44
2016-09-06,132,446,54,161,347,180,1,26,68,49
2016-09-07,186,420,40,149,308,176,0,25,55,39
2016-09-08,137,443,39,119,282,174,0,34,49,44
2016-09-09,127,400,45,129,337,173,0,34,52,33
2016-09-10,163,395,26,91,258,133,1,16,43,37
2016-09-11,115,401,42,107,250,192,0,27,54,35
2016-09-12,148,425,43,118,342,179,0,41,59,57
2016-09-13,122,422,46,136,325,187,0,23,70,45
2016-09-14,163,384,40,121,331,166,0,24,57,46
2016-09-15,126,432,41,127,379,156,0,30,62,50
2016-09-16,141,379,42,122,283,141,0,27,43,53
2016-09-17,153,350,41,113,246,137,0,19,40,52
2016-09-18,141,419,44,112,199,170,0,22,43,35
2016-09-19,196,485,46,115,317,173,0,29,58,63
2016-09-20,136,601,52,108,341,130,0,43,54,37
2016-09-21,206,512,57,103,363,161,0,39,51,59
2016-09-22,168,477,53,91,315,153,0,25,49,46
2016-09-23,162,456,59,110,286,153,0,33,43,44
2016-09-24,152,435,38,81,236,137,0,13,29,26
2016-09-25,195,531,41,87,202,176,0,26,31,50
2016-09-26,239,636,47,117,293,196,3,36,49,66
2016-09-27,231,571,71,117,322,177,0,42,36,53
2016-09-28,284,630,66,139,348,149,1,42,53,60
2016-09-29,264,613,76,165,271,168,0,52,50,52
2016-09-30,244,597,78,139,257,162,0,58,30,27
2016-10-01,292,534,83,112,244,159,1,41,27,43
2016-10-02,252,578,50,121,251,141,0,51,22,32
2016-10-03,294,566,60,128,340,158,0,57,26,65
2016-10-04,266,538,70,137,321,168,0,56,45,48
2016-10-05,309,855,57,130,321,159,0,55,40,56
2016-10-06,312,719,77,140,345,156,0,60,54,66
2016-10-07,233,648,62,121,240,137,0,54,31,41
2016-10-08,362,587,41,116,222,126,2,90,38,55
2016-10-09,325,628,62,113,231,181,1,80,41,40
2016-10-10,372,672,75,127,327,199,0,86,30,48
2016-10-11,330,644,64,143,306,136,1,96,47,27
2016-10-12,396,689,70,150,285,174,0,100,41,68
2016-10-13,314,638,67,132,295,181,2,96,39,52
2016-10-14,258,498,57,141,231,131,2,102,42,44
2016-10-15,264,438,52,137,282,133,2,60,44,41
2016-10-16,241,455,46,138,257,165,0,48,32,48
2016-10-17,332,562,47,155,307,195,0,116,47,71
2016-10-18,294,508,78,147,294,212,1,98,44,72
2016-10-19,261,497,71,161,344,131,0,93,59,80
2016-10-20,255,500,60,150,336,169,1,110,46,61
2016-10-21,267,493,52,109,328,159,0,94,42,72
2016-10-22,197,432,47,108,235,131,0,62,41,39
2016-10-23,166,474,46,106,292,202,0,81,38,60
2016-10-24,263,510,78,145,353,184,0,133,30,48
2016-10-25,251,508,68,132,305,178,0,117,51,59
2016-10-26,225,543,49,113,297,147,0,93,39,48
2016-10-27,295,498,56,146,295,219,2,109,56,43
2016-10-28,187,408,51,111,289,139,0,95,51,42
2016-10-29,193,359,45,103,236,157,0,75,31,33
2016-10-30,179,374,45,110,236,171,0,47,23,43
2016-10-31,190,382,49,110,279,167,1,86,45,40
2016-11-01,173,424,63,127,280,209,0,78,44,39
2016-11-02,289,502,46,150,285,209,0,106,54,46
2016-11-03,246,475,63,133,347,153,2,148,56,68
2016-11-04,261,424,54,134,338,147,0,159,54,55
2016-11-05,225,426,48,122,294,136,0,92,48,51
2016-11-06,240,454,41,143,311,189,0,101,37,59
2016-11-07,257,525,52,133,375,210,0,149,63,78
2016-11-08,288,513,55,126,368,198,0,143,65,45
2016-11-09,224,447,46,127,327,169,1,160,59,62
2016-11-10,254,442,35,150,321,175,0,160,56,62
2016-11-11,229,421,38,135,347,190,3,159,38,42
2016-11-12,219,411,39,95,288,210,0,119,46,48
2016-11-13,282,487,45,120,256,218,0,115,43,56
2016-11-14,231,544,68,147,315,223,1,168,51,57
2016-11-15,291,506,56,133,323,230,3,167,63,60
2016-11-16,279,468,72,152,297,205,2,163,68,54
2016-11-17,309,492,51,127,303,191,1,149,57,40
2016-11-18,246,374,57,125,318,183,0,138,55,61
2016-11-19,212,445,49,109,255,228,0,94,43,59
2016-11-20,218,467,48,112,254,246,0,52,47,47
2016-11-21,260,623,64,165,375,225,1,130,70,65
2016-11-22,297,540,51,189,387,254,1,126,63,87
2016-11-23,320,552,71,170,391,212,1,119,62,71
2016-11-24,238,537,56,141,371,197,0,141,43,69
2016-11-25,262,469,50,134,318,155,0,96,62,70
2016-11-26,212,447,48,132,277,157,0,75,45,37
2016-11-27,192,438,52,130,310,200,0,62,50,61
2016-11-28,316,526,39,148,379,190,0,97,60,58
2016-11-29,266,531,50,146,381,207,0,101,52,46
2016-11-30,276,582,52,145,327,179,2,100,48,62
2016-12-01,363,540,39,145,365,207,0,76,50,80
2016-12-02,335,525,56,131,322,219,0,82,40,53
2016-12-03,271,560,45,113,325,207,0,59,46,58
2016-12-04,313,577,45,105,284,242,1,72,26,60
2016-12-05,335,660,54,130,339,259,1,78,51,53
2016-12-06,360,616,71,127,333,225,0,80,58,56
2016-12-07,274,542,56,123,255,239,2,68,46,59
2016-12-08,290,632,58,113,238,221,1,63,45,71
2016-12-09,362,619,61,123,295,238,0,65,46,59
2016-12-10,378,604,49,132,254,200,0,64,58,52
2016-12-11,371,744,41,74,256,202,2,59,47,56
2016-12-12,441,798,77,126,374,226,0,65,50,61
2016-12-13,449,713,55,111,386,207,1,69,80,81
2016-12-14,496,742,77,121,358,228,0,66,55,66
2016-12-15,377,778,70,110,334,210,0,50,54,78
2016-12-16,343,655,55,72,268,170,0,74,46,66
2016-12-17,376,732,39,88,221,210,0,47,51,62
2016-12-18,368,786,58,98,290,226,2,54,47,48
2016-12-19,528,917,55,114,383,243,0,40,74,74
2016-12-20,472,985,66,103,353,241,1,58,57,71
2016-12-21,507,1052,58,122,310,212,1,50,53,73
2016-12-22,450,971,62,112,270,219,1,44,26,69
2016-12-23,428,875,51,94,242,177,0,45,36,57
2016-12-24,399,802,53,61,217,136,1,29,24,57
2016-12-25,492,869,52,73,165,213,1,40,35,64
2016-12-26,569,1342,60,78,239,276,1,63,44,75
2016-12-27,753,1335,86,106,271,278,1,64,31,90
2016-12-28,878,1500,88,146,459,257,1,100,42,141
2016-12-29,762,1554,97,198,523,256,2,91,44,181
2016-12-30,638,1401,77,179,485,231,0,87,61,133
2016-12-31,655,1088,45,73,238,146,2,45,33,81
